HELPER,class,team
jerry peters12/17/2005lawton- ok,2024,LAD
jim miller02/02/2003ojus- fl,2024,CIN
jose reyes12/16/2001wichita- ks,2024,WAS
ronnie crober07/20/2003north miami- fl,2024,UNSIGNED
mike rivera jr.09/16/2003moore- ok,2024,DET
stan norton05/21/2002los angeles- ca,2024,WAS
jeff green06/29/2003altadena- ca,2024,LAA
luis juarez04/14/2002camp point- il,2024,NYM
joe stewart12/30/2003south williamsport- pa,2024,CWS
ken tribe08/27/2003colorado springs- co,2024,TOR
dan vermillion10/26/2002overland park- ks,2024,CIN
kurt roberts08/17/2003roscoe- il,2024,COL
jeff helton09/18/2005white meadow lake- nj,2024,UNSIGNED
ron lacy05/23/2005danville- ca,2024,NYM
randy hoover10/21/2003san jose- ca,2024,CHC
ken meyers02/12/2004bargersville- in,2024,UNSIGNED
tomas martinez04/21/2006fresno- ca,2024,BAL
phil morrison09/01/2002new york- ny,2024,PHI
chris delaney05/07/2006artondale- wa,2024,CIN
jim nemeth05/04/2004reston- va,2024,WAS
kevin cortez06/24/2003batavia- oh,2024,LAA
dan holloway06/12/2005southborough- ma,2024,CLE
kevin amesbury07/30/2005dearborn- mi,2024,TB
jose rojas11/27/2005new city- ny,2024,BAL
tony roberts01/31/2005salida- co,2024,LAD
mike thomas11/02/2003washington- dc,2024,CLE
alex hall05/12/2002rossmoor- ca,2024,MIA
caleb sexton12/08/2006kendale lakes- fl,2024,DET
mike topp01/17/2003spring- tx,2024,COL
jon hubbard02/05/2003st. petersburg- fl,2024,LAD
marv lord07/25/2005gridley- ca,2024,STL
jarred elliott09/20/2005west allis- wi,2024,NYM
chris slaughter10/24/2004lower burrell- pa,2024,SEA
augusto gonzalez09/06/2003nuevitas- cam,2024,MIL
ted wilkinson08/16/2003essex- md,2024,BAL
mike kelly06/12/2003tyler- tx,2024,WAS
chris levinson08/11/2003philadelphia- pa,2024,BAL
curt st. john12/09/2005chicago- il,2024,UNSIGNED
dan bergman05/30/2003new york- ny,2024,KC
chad robertson04/01/2003jersey city- nj,2024,PIT
jon boucher04/19/2005weeping water- ne,2024,UNSIGNED
jeff howell12/17/2003pawtucket- ri,2024,UNSIGNED
ben haley03/10/2002san angelo- tx,2024,BOS
elijah perry01/06/2003downey- ca,2024,TB
ken miller08/24/2002columbia- sc,2024,PHI
shaun webb02/23/2005san diego- ca,2024,SD
chris weston04/12/2005carteret- nj,2024,SF
ernie bailey01/25/2002quincy- il,2024,TOR
bernardo ruiz09/18/2002new york- ny,2024,ARI
ken gordon11/09/2006ft. worth- tx,2024,DET
phil goodman06/28/2003rosamond- ca,2024,NYM
lemah sumual09/22/2002los banos- ca,2024,COL
cipriano romero03/16/2003joliet- il,2024,WAS
jarrod martin03/12/2005adrian- mo,2024,TEX
bob holba08/14/2005pittsburgh- pa,2024,SD
ted cooper09/30/2005bergenfield- nj,2024,CIN
victor gonzales04/25/2006brooklyn- ny,2024,TOR
jose herrera07/17/2005annapolis- md,2024,UNSIGNED
nate lucero06/01/2005killeen- tx,2024,MIN
dave hoover04/04/2003kansas city- mo,2024,ATL
pepe ramirez03/25/2006wyoming- mi,2024,SF
doug ferguson03/17/2002olive branch- ms,2024,WAS
tomas nunez07/28/2005westminster- ma,2024,PIT
jim taylor11/15/2005kearny- nj,2024,ARI
ron williams11/11/2002new york- ny,2024,ARI
tim blake07/15/2003wichita falls- tx,2024,ARI
ron coleman08/10/2000ft. pierce- fl,2024,SEA
mario castillo07/26/2003lafayette- la,2024,CHC
jeff spencer10/25/2003sun city- ca,2024,TEX
benny hunt08/30/2003atlanta- ga,2024,MIA
cristian perez07/15/2005santiago de cuba- san,2024,SD
pat brewer12/06/2002dixfield- me,2024,HOU
hector carrillo01/21/2002yonkers- ny,2024,CWS
liam harmon05/04/2005west lafayette- in,2024,MIN
jesus barajas05/06/2005bayonne- nj,2024,PHI
ed anderson01/17/2005torrington- wy,2024,CHC
tony hernandez06/24/2005brooklyn- ny,2024,MIN
brit page11/14/2005mt. vernon- ny,2024,CWS
jim childress11/18/2002carrboro- nc,2024,MIN
chris mullins02/13/2004hopewell- va,2024,SF
jim ramos01/02/2006los angeles- ca,2024,BOS
shawn fish07/10/2005jackson- mi,2024,NYM
pat conley01/06/2004san francisco- ca,2024,UNSIGNED
juan carlos hernandez01/13/2002whitney- nv,2024,PHI
joey ailen11/20/2005lowell- mi,2024,UNSIGNED
sean fry01/19/2003des moines- wa,2024,STL
randy gonzalez04/11/2005el paso- tx,2024,BOS
chris rowland06/17/2005santa barbara- ca,2024,DET
samuel ridd06/19/2005providence- ri,2024,BOS
zach wilson06/21/2002east brunswick- nj,2024,CHC
art baker07/12/2005chandler- az,2024,PHI
jorge martinez03/08/2005suitland-silver hill- md,2024,NYM
dane nichols03/07/2002corpus christi- tx,2024,NYY
thom jacobs08/26/2005franklin- oh,2024,PHI
greg black08/31/2003schertz- tx,2024,ARI
carlos smith11/12/2002west sacramento- ca,2024,PIT
chris burke01/16/2004battle creek- mi,2024,ATL
juan cota06/22/2005toms river- nj,2024,BAL
eric carr04/20/2003brunswick- ga,2024,MIN
alex farr09/29/2005albuquerque- nm,2024,KC
jeremy robbins07/22/2005roanoke- va,2024,NYM
ed farrington08/17/2006monticello- ky,2024,SEA
chris summers07/15/2005new baltimore- mi,2024,UNSIGNED
chris starks04/08/2002sacramento- ca,2024,UNSIGNED
jake thompson06/13/2005carnegie- pa,2024,CLE
raul garcia05/03/2005ponce- pon,2024,COL
doug wilson08/18/2005wayne- nj,2024,OAK
bob kirby05/18/2003honolulu- hi,2024,TEX
cesar montoya08/31/2003memphis- tn,2024,CIN
pat deal09/30/2005taylorsville- ut,2024,NYM
alex rios10/10/2005bloomington- tx,2024,UNSIGNED
billy galloway01/01/2005cutler- fl,2024,TEX
jeff whitaker10/05/2005lewisburg- pa,2024,NYM
bob jalbert09/02/2006taunton- ma,2024,LAD
jon white04/08/2006boston- ma,2024,STL
steve newton01/11/2002brooklyn- ny,2024,SF
b.j. weber04/28/2004villa rica- ga,2024,COL
mike glass12/11/2003southglenn- co,2024,CIN
lonnie mills02/22/2004concord- ca,2024,ARI
ken smith07/30/2004durham- nc,2024,COL
clint bush09/26/2002chula vista- ca,2024,TEX
brendan harrison07/23/2003bakersfield- ca,2024,STL
dan simmons01/27/2004warren- oh,2024,TOR
derrek newman12/26/2006los angeles- ca,2024,CIN
tony richardson08/21/2003waterbury- ct,2024,NYY
leandro cappelletti07/15/2003columbus- oh,2024,KC
alex johnston08/16/2003charlotte- nc,2024,PIT
eric keith07/21/2001springfield- ma,2024,SEA
ed zavala08/13/2003east lyme- ct,2024,UNSIGNED
jeff blair04/14/2003glendale- ca,2024,OAK
oscar campbell03/20/2006detroit- mi,2024,CLE
gene sullivan01/20/2005henderson- nv,2024,CLE
cipriano rosario11/22/2006aberdeen- sd,2024,SEA
bobby burt08/21/2004accokeek- md,2024,MIA
brad flynn04/11/2003montgomery- al,2024,COL
jerry bates05/14/2003san juan capistrano- ca,2024,TB
wilfred ryan11/15/2003northridge (clark county)- oh,2024,ATL
steve williams10/24/2001tinton falls- nj,2024,MIN
jerry crowder12/23/2004huron- oh,2024,ATL
phil ford02/23/2002sterling heights- mi,2024,WAS
dan topping03/05/2004two rivers- wi,2024,UNSIGNED
bob hines05/08/2004renton- wa,2024,LAD
jorge mota05/20/2002sandersville- ga,2024,SD
dylan mollema01/04/2001dryden- va,2024,MIN
jim vinson09/04/2003hagerstown- md,2024,LAD
jared horn07/27/2002north las vegas- nv,2024,ATL
dan pope03/08/2004san antonio- tx,2024,TEX
walt craig08/11/2001blythe- ca,2024,BAL
jim smith09/30/2006paris- tx,2024,SD
tomas santos04/27/2003pittsburgh- pa,2024,MIA
brad mitchell01/24/2004ewing- nj,2024,HOU
vern fields06/15/2005del city- ok,2024,UNSIGNED
ronnie copeland12/01/2002madison- wi,2024,MIL
joe colbert06/08/2003allentown- pa,2024,PHI
scotty peters03/04/2003minnetonka- mn,2024,UNSIGNED
carlos oldfield09/30/2006upper sandusky- oh,2024,DET
pat sanders02/02/2003boulder- co,2024,WAS
juan garcia08/22/2002st. paul- mn,2024,MIL
tony brewer04/03/2006ruston- la,2024,UNSIGNED
cliff kendrick11/21/2003canton- mi,2024,TEX
alfredo ramos01/08/2004memphis- tn,2024,PIT
joe mills08/18/2004aloha- or,2024,MIA
vic schneider09/26/2005halifax- ns,2024,STL
steve sheehan02/19/2005east haven- ct,2024,ATL
athan mardas11/05/2005san diego- ca,2024,BOS
doug gates07/16/2005houston- tx,2024,ARI
joe morris06/22/2005denver- co,2024,UNSIGNED
joe miller11/23/2005hialeah- fl,2024,TEX
artie taylor04/23/2003san marcos- ca,2024,UNSIGNED
kevin fuller08/23/2003deland- fl,2024,TB
randy sanchez07/25/2003indianapolis- in,2024,STL
erik lawson06/10/2002el paso- tx,2024,UNSIGNED
rob cantrell01/30/2004ammon- id,2024,UNSIGNED
ed wilk06/19/2002san jose- ca,2024,MIA
merlin mclean03/09/2003longueuil- qc,2024,SF
pat boyd05/11/2006anacortes- wa,2024,CWS
shawn owens11/29/2005lodi- ca,2024,DET
kurt barr07/21/2005catalina- az,2024,CLE
jeff parkinson02/24/2003lawrenceville- ga,2024,BAL
curt boyle04/12/2005brooklyn- ny,2024,MIA
jesus prado09/05/2003north little rock- ar,2024,SD
jeremy smith11/04/2005north port- fl,2024,UNSIGNED
joe francis11/03/2003coalinga- ca,2024,TOR
chris mccarthy11/22/2005dearborn- mi,2024,SEA
steve washington07/18/2003livonia- mi,2024,UNSIGNED
lonnie clark02/10/2005new york- ny,2024,ATL
ionel liferie11/28/2005greenfield- ma,2024,KC
mario pineiro01/20/2006dixon- il,2024,BOS
joe gutierrez07/10/2005denver- co,2024,SEA
marlon clayton04/25/2005plano- tx,2024,LAA
ben jones05/24/2002picayune- ms,2024,UNSIGNED
yatsuhiro yamaguchi02/17/2002hitachi- iba,2024,TB
eric powers07/17/2002castle rock- co,2024,UNSIGNED
vic nevins06/29/2005lynchburg- va,2024,PHI
johnny lewis11/28/2005parker- sc,2024,DET
sancho herrera11/16/2005fairfield- al,2024,MIL
dominic miller03/03/2006salisbury- nc,2024,SD
p.j. handel05/25/2005chickasha- ok,2024,CIN
joyo sukarto08/04/2005weston- ma,2024,SEA
don anderson08/12/2003palmyra- wi,2024,PHI
artie bentley03/31/2004racine- wi,2024,ATL
joey dixon05/15/2005belgrade- mt,2024,MIA
dan o'connor04/11/2005norwell- ma,2024,UNSIGNED
gabe butler05/02/2006jackson- ms,2024,CIN
ed morrison08/19/2005palo alto- ca,2024,UNSIGNED
bobby sewell11/07/2005atlanta- ga,2024,CHC
tad martinez03/26/2003chula vista- ca,2024,UNSIGNED
sancho gallegos11/22/2006lebanon- tn,2024,UNSIGNED
shawn simon12/23/2005whitehouse- tx,2024,TOR
randy holt12/18/2001canton- oh,2024,ATL
shawn cummings04/03/2004pico rivera- ca,2024,CHC
dave maccondy11/17/2002vista- ca,2024,BAL
artie powell02/20/2004san antonio- tx,2024,BAL
al saunders12/13/2003colorado city- tx,2024,CWS
dan flowers11/04/2003terre haute- in,2024,SF
johnathan erickson12/26/2002chicago- il,2024,PIT
ric ewing07/29/2005minneapolis- mn,2024,BAL
gil mackessock01/28/2005girard- oh,2024,UNSIGNED
steve gonzalez12/30/2002redmond- wa,2024,TOR
dan mcintosh07/15/2005paine field-lake stickney- wa,2024,MIA
robbie miller08/24/2006madera- ca,2024,CIN
ron morales05/07/2005savannah- ga,2024,PHI
tony adkins08/27/2005universal city- tx,2024,TEX
mike rasmussen04/20/2004montclair- ca,2024,HOU
cisco castillo10/24/2005ponce- pon,2024,BOS
johnny faulkner05/24/2002dillon- mt,2024,TOR
jesus rodriguez04/29/2002north las vegas- nv,2024,TOR
nelson feliz12/27/2002sunrise- fl,2024,MIA
andy jensen02/23/2005new york- ny,2024,MIN
tony barrett11/16/2002phoenix- az,2024,SD
doug conley06/29/2001overland park- ks,2024,UNSIGNED
tim harrison07/12/2005lewiston- id,2024,NYY
nate pittman09/04/2003royal oak- mi,2024,BOS
cliff williams06/29/2003detroit- mi,2024,TEX
zak nash01/09/2005newport news- va,2024,UNSIGNED
mike feckley11/03/2005marshall- mo,2024,UNSIGNED
ken kimball02/18/2004schaumburg- il,2024,UNSIGNED
chris collins06/23/2005san antonio- tx,2024,CHC
duane wacker11/21/2005christiansburg- va,2024,UNSIGNED
juan ramos07/16/2005morgan hill- ca,2024,MIL
tim reed04/24/2006blackhawk-camino tassajara- ca,2024,UNSIGNED
willie stewart05/24/2005davenport- ia,2024,DET
benoit thirion09/12/2004uxbridge- on,2024,MIL
steve cooke11/09/2003caldwell- id,2024,ARI
kurt courtney09/13/2002wilkinsburg- pa,2024,SEA
garry soole04/18/2005ft. smith- ar,2024,OAK
juan munoz10/30/2003layton- ut,2024,MIN
chris weston12/18/2006kendallville- in,2024,SF
jose zavala08/24/2005muncie- in,2024,UNSIGNED
greg murdock06/24/2005pearland- tx,2024,BAL
jedrick kubovy11/28/2005parole- md,2024,UNSIGNED
kevin daniels03/10/2003killeen- tx,2024,BAL
pat fields08/21/2004brentwood- tn,2024,MIL
zach hilton08/15/2003dunn- nc,2024,ATL
steve jordan02/06/2005des moines- ia,2024,UNSIGNED
ron jones02/04/2006sunrise- fl,2024,ARI
robby wilson12/11/2003jersey city- nj,2024,ARI
don pugh06/17/2005village green- ny,2024,BAL
sam sloan06/13/2005la mesa- ca,2024,UNSIGNED
pat ross10/28/2005needham- ma,2024,OAK
derek young12/25/2001manlius- ny,2024,OAK
jon walgrove04/06/2005hempstead- ny,2024,UNSIGNED
mike bolton11/29/2003easton- ma,2024,KC
joe butler08/29/2005overlea- md,2024,WAS
ron phillips11/15/2005augusta- ga,2024,DET
jeff hicks08/25/2005houston- tx,2024,DET
dan piper03/10/2005leominster- ma,2024,UNSIGNED
dorian hall05/07/2006medford- nj,2024,SF
rob sullivan08/07/2006jersey city- nj,2024,CWS
jared jones07/10/2005la grange- il,2024,BAL
jon lewis08/15/2003long beach- ca,2024,PIT
yasa elika12/15/2006wilmington- de,2024,UNSIGNED
tim boyer04/16/2005brooklyn- ny,2024,CLE
mac wallace04/22/2006morehead city- nc,2024,BOS
jared mcintyre09/23/2002east massapequa- ny,2024,PIT
dave jeffries09/18/2005carmichael- ca,2024,TB
luis jimenez04/20/2004west new york- nj,2024,UNSIGNED
glen castle05/25/2005san francisco- ca,2024,SEA
greg johnstone10/14/2005richfield- mn,2024,SEA
von aguilar04/26/2006tuscaloosa- al,2024,UNSIGNED
chris garver09/09/2002clinton- mi,2024,UNSIGNED
kevin cline11/01/2003albuquerque- nm,2024,CLE
johnathan hall07/10/2004washington- dc,2024,PHI
erik lynch04/28/2002amarillo- tx,2024,OAK
hugh madden09/15/2003san bruno- ca,2024,SEA
walt hunter02/27/2005dekalb- il,2024,SEA
caleb faulkner08/27/2006south san francisco- ca,2024,TOR
jonah harvey05/24/2005new york- ny,2024,UNSIGNED
rudy martin01/22/2003maplewood- nj,2024,CHC
tom lovelass08/30/2003laval- qc,2024,MIL
danny carver05/06/2005highlands ranch- co,2024,UNSIGNED
phil gibson02/19/2004detroit- mi,2024,UNSIGNED
tommy sloan11/24/2006seagoville- tx,2024,SD
jim robertson09/18/2006nashville- tn,2024,SEA
tommy dillon01/28/2001pembroke pines- fl,2024,BAL
gil humphrey05/04/2005franklinton- la,2024,UNSIGNED
julius tucker11/09/2005tinley park- il,2024,NYY
bob brown12/22/2006montgomery- al,2024,KC
joe infante11/27/2004mead- co,2024,LAD
mike bowman04/01/2005hudson- nh,2024,DET
joey woodard02/22/2006grove- ok,2024,TB
quentin knight05/19/2005newport beach- ca,2024,PIT
pat hood12/19/2003hollywood- fl,2024,KC
chris briggs06/07/2006alhambra- ca,2024,OAK
tony moore08/14/2005castle rock- co,2024,UNSIGNED
kieran patterson01/25/2003clarksville- tn,2024,UNSIGNED
jimmy green03/25/2004bonham- tx,2024,CIN
lonnie johnson02/24/2006davis- ca,2024,SEA
joey huynh07/24/2005san marino- ca,2024,UNSIGNED
jeff rose05/07/2003whitney- nv,2024,SD
wes langley09/29/2002gulf park estates- ms,2024,CWS
currito garcia09/03/2006tacoma- wa,2024,NYY
tim edwards02/18/2003atascadero- ca,2024,TEX
ben busteed09/25/2006sugar land- tx,2024,ATL
rob lewis09/26/2005warner robins- ga,2024,PHI
darrell richard08/26/2005san jose- ca,2024,BAL
jerry barbour03/10/2001sleepy eye- mn,2024,TOR
jose martinez01/15/2005bayamon- bay,2024,KC
quentin barton02/19/2005ames- ia,2024,UNSIGNED
ron brooks12/21/2005chattanooga- tn,2024,KC
joe mills02/22/2005charlotte- nc,2024,HOU
gil stinson12/04/2006tolleson- az,2024,STL
jeff day01/12/2004homer glen- il,2024,HOU
dan howe02/02/2004indianapolis- in,2024,PIT
derek thomason06/29/2002lincoln- ca,2024,LAA
tyrone sharp10/22/2005wichita- ks,2024,UNSIGNED
jimmy skinner08/24/2005missoula- mt,2024,UNSIGNED
tony wall02/23/2006opportunity- wa,2024,NYM
josh jones01/09/2004rexburg- id,2024,MIA
ron merritt11/09/2003fountainbleau- fl,2024,LAA
jimmy wheeler07/27/2005romulus- mi,2024,BOS
xavier menchero12/24/2003manati- are,2024,HOU
mike jacobson11/23/2002wyoming- mi,2024,NYY
tony fullerton04/02/2002hampton- va,2024,PIT
teddy robinson03/03/2005flower mound- tx,2024,CLE
vic wilson06/05/2002little ferry- nj,2024,ATL
ed cobb02/16/2005schaumburg- il,2024,UNSIGNED
geoffrey stephens05/01/2005waukesha- wi,2024,UNSIGNED
lonnie stokes08/07/2001west chester- pa,2024,MIN
pat ortiz12/14/2005akron- oh,2024,PIT
rusty douglas06/09/2002mt. vernon- ny,2024,ARI
doug carver12/16/2005rialto- ca,2024,PIT
ted bracero05/07/2005raleigh- nc,2024,CLE
joe dunbar04/29/2006desert hot springs- ca,2024,HOU
ron dixon02/02/2005south sioux city- ne,2024,TOR
tim allison08/18/2005new york- ny,2024,LAD
augusto miranda12/12/2005mountain brook- al,2024,UNSIGNED
gunnar singleton10/23/2002florence- sc,2024,SF
chris leblanc10/02/2003lakeville- ma,2024,UNSIGNED
jake williams08/27/2003port jervis- ny,2024,SEA
rob hayes03/14/2006hayward- ca,2024,TOR
rob inman07/23/2005walnut creek- ca,2024,TB
raul melendez09/09/2005norfolk- va,2024,BOS
ylli kula08/07/2005washington- dc,2024,SEA
chet quinteiro01/16/2006salisbury- nc,2024,CWS
jesus lopez02/01/2005san juan- san,2024,UNSIGNED
ken hoover05/30/2005east massapequa- ny,2024,UNSIGNED
danny jenkins05/21/2005grafton- nd,2024,UNSIGNED
herb kennett11/29/2005vancouver- bc,2024,DET
steve reynolds03/30/2006redondo beach- ca,2024,SD
tommy robinson08/16/2005la vista- ne,2024,UNSIGNED
ed woodard10/29/2003salinas- ca,2024,UNSIGNED
mike mcintosh11/05/2003tucson- az,2024,UNSIGNED
steve perkins10/25/2005los angeles- ca,2024,MIA
ivan castillo04/12/2005guaynabo- bay,2024,CWS
tim mckinney10/10/2005independence- mo,2024,CHC
don hansen09/03/2005lebanon- tn,2024,MIA
jerry chappell10/31/2003clifton heights- pa,2024,SEA
ken thomas06/22/2003north bergen- nj,2024,LAD
garry o'mulloy12/13/2002nashville- tn,2024,LAD
max polk10/30/2002brownville- ny,2024,NYY
alvin madden11/18/2005thousand oaks- ca,2024,LAD
mal graves09/19/2004north chicago- il,2024,STL
greg meeks04/27/2003deridder- la,2024,TEX
benoit mathieu07/16/2002toronto- on,2024,UNSIGNED
charlie ordonez01/04/2006montgomery- al,2024,UNSIGNED
bob henderson10/27/2003chicago- il,2024,MIA
theron jackson10/03/2005jasmine estates- fl,2024,CLE
lyndon petersen09/19/2005west allis- wi,2024,TOR
don page07/12/2005oxford- ms,2024,TB
joe thornom04/10/2003nashua- nh,2024,WAS
steve miller08/27/2006corona- ca,2024,HOU
raul carlos04/13/2004new albany- ms,2024,HOU
luis gonzalez07/22/2003anaheim- ca,2024,CHC
devin crawford10/30/2002fremont- ca,2024,CHC
jared franklin08/06/2005rockville centre- ny,2024,PIT
pat thomas12/01/2002front royal- va,2024,STL
tommy morgan04/01/2006eclectic- al,2024,ATL
dane steele09/16/2005danville- ca,2024,LAA
alfredo cordero12/20/2003vieques- hum,2024,ARI
mal zimmerman12/18/2005new york- ny,2024,CHC
randy kenney12/24/2002edisto- sc,2024,STL
bobby brady05/02/2006sandy- ut,2024,KC
tim dunn10/15/2002monroe- ny,2024,UNSIGNED
don petty12/08/2003los angeles- ca,2024,LAD
jose diaz07/07/2005kittery point- me,2024,ATL
von lewis03/29/2005philadelphia- pa,2024,LAD
jonathan wall09/07/2005denver- co,2024,MIL
dave white04/19/2002centreville- va,2024,SD
jimmy anderson07/31/2002north auburn- ca,2024,UNSIGNED
bob macdonald05/06/2003summit- nj,2024,PHI
juan barajas10/01/2005novato- ca,2024,MIL
les kaklyugin10/19/2002new york- ny,2024,MIA
dan nelson05/18/2003louisville- ky,2024,ATL
chris daniels02/15/2005north muskegon- mi,2024,WAS
danny brooks02/01/2004braintree- ma,2024,CWS
dan spears03/13/2006clinton- mi,2024,KC
alfredo martinez01/31/2005blaine- mn,2024,CWS
ken martin04/05/2005san antonio- tx,2024,TEX
alex peterson01/26/2004windsor locks- ct,2024,ARI
victor ortega07/31/2005caguas- hum,2024,TOR
buddy stewart10/12/2004falmouth- ma,2024,UNSIGNED
steve horne01/29/2003new york- ny,2024,ARI
pat adams10/02/2005salem- va,2024,NYY
marc mills03/23/2005appleton- wi,2024,TEX
ed morataya05/18/2006albuquerque- nm,2024,UNSIGNED
doug lund06/28/2006pacifica- ca,2024,UNSIGNED
ed snapp11/10/2005laguna beach- ca,2024,UNSIGNED
doug sermon02/01/2002pawtucket- ri,2024,NYY
rusty roberts09/10/2005flowood- ms,2024,SD
jody harrington11/09/2005grain valley- mo,2024,BAL
ken snell01/25/2005lake wisconsin- wi,2024,MIL
duane green02/24/2001chicago- il,2024,STL
ben newton04/04/2005muncie- in,2024,UNSIGNED
dylan williams02/28/2005tacoma- wa,2024,LAD
vai tunui07/07/2002oklahoma city- ok,2024,PHI
doug lowe06/01/2001fullerton- ca,2024,HOU
chris moten06/15/2005fairmont- wv,2024,PIT
ron mccoy01/18/2006cathcart- wa,2024,PHI
jesus lopez01/23/2004san diego- ca,2024,NYM
ken reitz02/21/2006rock springs- wy,2024,SEA
walt smith07/03/2003los angeles- ca,2024,WAS
tim ellis06/29/2002calexico- ca,2024,CHC
brendan martin03/08/2006washington- dc,2024,OAK
steve tatum08/10/2005chicago- il,2024,CHC
tommy davis01/20/2005massena- ny,2024,UNSIGNED
jose prado03/28/2003dallas- tx,2024,LAA
greg thompson02/12/2005phoenix- az,2024,OAK
steve johnstone03/10/2002spokane- wa,2024,WAS
ken allen09/23/2005meriden- ct,2024,PHI
jose franco09/22/2005brooklyn- ny,2024,CHC
pat bradford06/04/2005moorhead- mn,2024,CLE
merlin butler02/02/2004spring lake- nc,2024,CWS
dan phipps03/04/2005chicago- il,2024,WAS
bernardo ortiz08/19/2002lewisville- tx,2024,ATL
ron phelps02/09/2006downey- ca,2024,UNSIGNED
reggie price07/04/2003cross plains- tn,2024,SEA
ron richardson03/13/2005santa clarita- ca,2024,NYM
lou kirkpatrick05/21/2005milwaukee- wi,2024,UNSIGNED
ted stokes04/14/2003batavia- ny,2024,UNSIGNED
joe belcher04/07/2004bogalusa- la,2024,SD
steve conley08/20/2005medford- or,2024,PHI
